18.58555532766603,73.69677186012268,8,80,Sweeping,155
18.585412957206394,73.69666457176208,8,80,Sweeping,155
18.58518923195807,73.69637489318848,8,80,Sweeping,155
18.58500618380914,73.69603157043457,8,80,Sweeping,156
18.584853643534817,73.69575262069702,8,80,Sweeping,155
18.58518923195807,73.69543075561523,8,80,Sweeping,159
18.585667190086568,73.69554877281189,9,80,Sweeping,159
18.58598243833116,73.69557023048401,9,80,Sweeping,159
18.586246839634967,73.69540929794312,9,80,Sweeping,158
18.58674513328456,73.69534492492676,7,80,Sweeping,155
18.587050210309982,73.695387840271,7,80,Sweeping,155
18.587517994021304,73.69543075561523,10,80,Sweeping,155
18.587934930594514,73.69566679000854,10,80,Sweeping,155
18.588362035294463,73.69587063789368,10,80,Mopping,160
18.588189159711582,73.69632124900818,5,80,Mopping,161
18.588006114785536,73.69676113128662,5,80,Mopping,165
18.58761968596252,73.69700789451599,6,80,Mopping,162
18.587385794406995,73.69721174240112,6,80,Mopping,164
18.587131564091163,73.69736194610596,10,80,Wiping,164
18.586775641011684,73.69753360748291,10,80,Wiping,165
18.586379040133,73.69770526885986,10,80,Wiping,165
18.58610955439382,73.697549700737,12,80,Wiping,165
18.585895999354392,73.69722247123718,12,80,Wiping,165
18.585753629179415,73.69703471660614,12,80,Wiping,165
18.585601089574215,73.69692206382751,12,80,Wiping,163
18.585799391034346,73.69664311408997,12,80,Wiping,163
18.586216331813162,73.69648218154907,12,80,Vaccum Cleaning,163
18.586907841099425,73.69648218154907,15,80,Vaccum Cleaning,161
18.587436640424638,73.69665384292603,15,80,Vaccum Cleaning,155
18.587751885395345,73.69691133499146,15,80,Vaccum Cleaning,155
18.587355286789126,73.69681477546692,15,80,Vaccum Cleaning,160
18.58692817956536,73.69664311408997,15,80,Vaccum Cleaning,159
18.58635870160151,73.69661092758179,15,80,Vaccum Cleaning,155
18.586073961905836,73.69669675827026,15,80,Vaccum Cleaning,158
18.58567735939388,73.69688987731934,15,80,Vaccum Cleaning,154
18.58555532766603,73.69677186012268,8,80,Sweeping,155
18.585412957206394,73.69666457176208,8,80,Sweeping,155
18.58518923195807,73.69637489318848,8,80,Sweeping,155
18.58500618380914,73.69603157043457,8,80,Sweeping,156
18.584853643534817,73.69575262069702,8,80,Sweeping,155
18.58518923195807,73.69543075561523,8,80,Sweeping,159
18.585667190086568,73.69554877281189,9,80,Sweeping,159
18.58598243833116,73.69557023048401,9,80,Sweeping,159
18.586246839634967,73.69540929794312,9,80,Sweeping,158
18.58674513328456,73.69534492492676,7,80,Sweeping,155
18.587050210309982,73.695387840271,7,80,Sweeping,155
18.587517994021304,73.69543075561523,10,80,Sweeping,155
18.587934930594514,73.69566679000854,10,80,Sweeping,155
18.588362035294463,73.69587063789368,10,80,Mopping,160
18.588189159711582,73.69632124900818,5,80,Mopping,161
18.588006114785536,73.69676113128662,5,80,Mopping,165
18.58761968596252,73.69700789451599,6,80,Mopping,162
18.587385794406995,73.69721174240112,6,80,Mopping,164
18.587131564091163,73.69736194610596,10,80,Wiping,164
18.586775641011684,73.69753360748291,10,80,Wiping,165
18.586379040133,73.69770526885986,10,80,Wiping,165
18.58610955439382,73.697549700737,12,80,Wiping,165
18.585895999354392,73.69722247123718,12,80,Wiping,165
18.585753629179415,73.69703471660614,12,80,Wiping,165
18.585601089574215,73.69692206382751,12,80,Wiping,163
18.585799391034346,73.69664311408997,12,80,Wiping,163
18.586216331813162,73.69648218154907,12,80,Vaccum Cleaning,163
18.586907841099425,73.69648218154907,15,80,Vaccum Cleaning,161
18.587436640424638,73.69665384292603,15,80,Vaccum Cleaning,155
18.587751885395345,73.69691133499146,15,80,Vaccum Cleaning,155
